Epoch,Erro_MSE
121,1.4283716274124383
122,1.4258229768016244
123,1.4233409705866098
124,1.420922751858362
125,1.4185656742434911
126,1.4162672767398015
127,1.4140252624769654
128,1.4118374806974028
129,1.409701911394612
130,1.4076166521559652
131,1.4055799068430317
132,1.4035899758102828
133,1.4016452474168446
134,1.3997441906292027
135,1.3978853485474023
136,1.3960673327156135
137,1.394288818100808
138,1.3925485386422358
139,1.390845283289842
140,1.3891778924627227
141,1.3875452548693268
142,1.3859463046401108
143,1.3843800187307325
144,1.3828454145602942
145,1.3813415478542805
146,1.3798675106664597
147,1.3784224295576417
148,1.3770054639125497
149,1.375615804378637
150,1.3742526714131122
151,1.3729153139263113
152,1.371603008011253
153,1.370315055750667
154,1.3690507840939201
155,1.3678095437973434
156,1.3665907084223532
157,1.3653936733864043
158,1.3642178550625907
159,1.3630626899240703
160,1.3619276337301205
161,1.360812160750887
162,1.359715763028286
163,1.3586379496707328
164,1.357578246179756
165,1.3565361938065401
166,1.3555113489368074
167,1.3545032825024965
168,1.353511579418868
169,1.352535838045723
170,1.3515756696716097
171,1.3506306980198712
172,1.3497005587755229
173,1.3487848991320368
174,1.3478833773570744
175,1.3469956623763588
176,1.3461214333748681
177,1.345260379414586
178,1.3444121990680886
179,1.3435766000672733
180,1.3427532989665967
181,1.341942020820127
182,1.3411424988719374
183,1.340354474259114
184,1.3395776957269627
185,1.3388119193558234
186,1.3380569082989895
187,1.3373124325313137
188,1.3365782686079504
189,1.3358541994328772
190,1.335140014036739
191,1.3344355073636096
192,1.3337404800662875
193,1.3330547383097846
194,1.332378093582616
195,1.3317103625155806
196,1.3310513667077013
197,1.3304009325590076
198,1.3297588911098974
199,1.329125077886751
200,1.3284993327535541
201,1.327881499769296
202,1.3272714270508286
203,1.326668966641017
204,1.3260739743819425
205,1.325486309792892
206,1.3249058359530261
207,1.3243324193884127
208,1.323765929963356
209,1.323206240775745
210,1.322653228056318
211,1.3221067710716299
212,1.3215667520306136
213,1.3210330559945505
214,1.3205055707903108
215,1.3199841869267717
216,1.319468797514206
217,1.3189592981866023
218,1.3184555870267318
219,1.3179575644938715
220,1.3174651333540965
221,1.3169781986130251
222,1.3164966674508776
223,1.3160204491598215
224,1.3155494550834883
225,1.3150835985585232
226,1.314622794858201
227,1.3141669611378874
228,1.3137160163824033
229,1.3132698813551154
230,1.312828478548756
231,1.3123917321378746
232,1.3119595679328557
233,1.311531913335442
234,1.3111086972957307
235,1.3106898502705713
236,1.310275304183279
237,1.3098649923846821
238,1.309458849615395
239,1.3090568119692967
240,1.308658816858179
241,1.3082648029774788
242,1.3078747102731272
243,1.3074884799093682
244,1.3071060542376554
245,1.3067273767664531
246,1.3063523921319597
247,1.30598104606977
248,1.3056132853873454
249,1.3052490579373544
250,1.3048883125917927
251,1.3045309992168816
252,1.3041770686487226
253,1.3038264726696454
254,1.3034791639852907
255,1.3031350962023183
256,1.3027942238068093
257,1.3024565021432588
258,1.3021218873941955
259,1.3017903365603722
260,1.3014618074415272
261,1.3011362586176984
262,1.300813649431053
263,1.3004939399682367
264,1.3001770910432036
265,1.299863064180556
266,1.2995518215992932
267,1.2992433261970657
268,1.298937541534813
269,1.2986344318218543
270,1.298333961901371
271,1.2980360972362652
272,1.2977408038954406
273,1.2974480485403992
274,1.2971577984122504
275,1.296870021319006
276,1.2965846856232555
277,1.2963017602301448
278,1.2960212145756866
279,1.2957430186153434
280,1.2954671428129343
281,1.2951935581298246
282,1.2949222360143762
283,1.294653148391692
284,1.294386267653598
285,1.2941215666488917
286,1.2938590186738346
287,1.2935985974628892
288,1.2933402771796625
289,1.2930840324081192
290,1.2928298381439656
291,1.29257766978628
292,1.2923275031293302
293,1.2920793143545866
294,1.291833080022971
295,1.2915887770672272
296,1.2913463827845275
297,1.2911058748292434
298,1.2908672312058767
299,1.2906304302621703
300,1.2903954506823925
301,1.2901622714807455
302,1.2899308719949718
303,1.2897012318800833
304,1.2894733311022393
305,1.2892471499327782
306,1.2890226689423823
307,1.2887998689953608
308,1.2885787312440955
309,1.2883592371235886
310,1.2881413683461367
311,1.287925106896152
312,1.2877104350250514
313,1.2874973352463182
314,1.287285790330621
315,1.2870757833010797
316,1.2868672974286304
317,1.2866603162274604
318,1.2864548234506046
319,1.2862508030855657
320,1.2860482393500992
321,1.2858471166880447
322,1.2856474197652663
323,1.2854491334656704
324,1.2852522428873265
325,1.2850567333386589
326,1.2848625903347122
327,1.2846697995935221
328,1.2844783470325303
329,1.2842882187651048
330,1.2840994010971218
331,1.2839118805235994
332,1.2837256437254534
333,1.2835406775662643
334,1.2833569690891429
335,1.2831745055136545
336,1.2829932742328027
337,1.2828132628100777
338,1.2826344589765803
339,1.282456850628165
340,1.2822804258226943
341,1.2821051727772885
342,1.2819310798656909
343,1.281758135615646
344,1.2815863287063465
345,1.2814156479659125
346,1.2812460823689706
347,1.2810776210341976
348,1.280910253222009
349,1.2807439683322088
350,1.2805787559017572
351,1.2804146056024945
352,1.2802515072390301
353,1.2800894507465446
354,1.2799284261887238
355,1.2797684237557012
356,1.2796094337620363
357,1.2794514466447333
358,1.2792944529613135
359,1.279138443387908
360,1.2789834087173804
361,1.2788293398575106
362,1.2786762278291968
363,1.2785240637646782
364,1.2783728389058249
365,1.2782225446024262
366,1.2780731723105265
367,1.2779247135907974
368,1.2777771601069352
369,1.277630503624069
370,1.2774847360072359
371,1.2773398492198436
372,1.277195835322194
373,1.2770526864700218
374,1.2769103949130436
375,1.2767689529935684
376,1.2766283531450866
377,1.2764885878909327
378,1.2763496498429476
379,1.2762115317001528
380,1.2760742262474705
381,1.2759377263544651
382,1.2758020249740878
383,1.275667115141462
384,1.2755329899726897
385,1.2753996426636542
386,1.2752670664888888
387,1.2751352548004118
388,1.2750042010266316
389,1.2748738986712398
390,1.2747443413121131
391,1.274615522600292
392,1.2744874362589038
393,1.274360076082152
394,1.2742334359343113
395,1.2741075097487313
396,1.2739822915268562
397,1.2738577753372893
398,1.2737339553148366
399,1.273610825659586
400,1.2734883806359931
401,1.273366614572001
402,1.273245521858148
403,1.2731250969466938
404,1.2730053343508085
405,1.2728862286436946
406,1.2727677744577763
407,1.2726499664839097
408,1.2725327994705635
409,1.272416268223052
410,1.2723003676027507
411,1.2721850925263583
412,1.2720704379651384
413,1.2719563989441878
414,1.271842970541716
415,1.2717301478883436
416,1.2716179261663931
417,1.2715063006092133
418,1.2713952665004888
419,1.2712848191735917
420,1.2711749540109134
421,1.271065666443226
422,1.2709569519490582
423,1.2708488060540464
424,1.2707412243303429
425,1.2706342023960056
426,1.270527735914397
427,1.2704218205936082
428,1.2703164521858683
429,1.2702116264869905
430,1.270107339335804
431,1.270003586613613
432,1.269900364243632
433,1.2697976681904943
434,1.2696954944596712
435,1.2695938390970143
436,1.2694926981881918
437,1.2693920678582178
438,1.2692919442709545
439,1.2691923236286184
440,1.2690932021713015
441,1.2689945761765065
442,1.2688964419586732
443,1.2687987958687206
444,1.2687016342935997
445,1.2686049536558546
446,1.2685087504131727
447,1.2684130210579438
448,1.2683177621168675
449,1.2682229701505074
450,1.2681286417528894
451,1.2680347735510822
452,1.2679413622048132
453,1.2678484044060607
454,1.2677558968786728
455,1.267663836377981
456,1.2675722196904184
457,1.2674810436331538
458,1.2673903050537159
459,1.2673000008296385
460,1.2672101278681027
461,1.2671206831055826
462,1.2670316635074963
463,1.2669430660678695
464,1.2668548878090025
465,1.2667671257811182
466,1.2666797770620586
467,1.2665928387569483
468,1.2665063079978782
469,1.2664201819435967
470,1.2663344577791913
471,1.266249132715788
472,1.266164203990257
473,1.2660796688649008
474,1.2659955246271777
475,1.2659117685894006
476,1.2658283980884575
477,1.2657454104855292
478,1.2656628031658217
479,1.2655805735382795
480,1.2654987190353177
481,1.2654172371125665
482,1.2653361252486037
483,1.2652553809446891
484,1.2651750017245202
485,1.2650949851339803
486,1.2650153287408776
487,1.264936030134711
488,1.2648570869264326
489,1.2647784967481948
490,1.2647002572531354
491,1.2646223661151161
492,1.2645448210285215
493,1.2644676197080247
494,1.2643907598883606
495,1.2643142393241011
496,1.2642380557894535
497,1.2641622070780263
498,1.2640866910026425
499,1.2640115053951053
500,1.2639366481060108
501,1.2638621170045317
502,1.2637879099782279
503,1.263714024932842
504,1.2636404597920987
505,1.2635672124975308
506,1.2634942810082646
507,1.2634216633008475
508,1.2633493573690584
509,1.2632773612237254
510,1.2632056728925374
511,1.2631342904198812
512,1.2630632118666492
513,1.2629924353100759
514,1.2629219588435527
515,1.2628517805764834
516,1.2627818986340846
517,1.2627123111572482
518,1.262643016302354
519,1.2625740122411353
520,1.2625052971604884
521,1.262436869262345
522,1.2623687267634944
523,1.2623008678954477
524,1.2622332909042602
525,1.262165994050425
526,1.262098975608671
527,1.2620322338678638
528,1.2619657671308417
529,1.2618995737142595
530,1.2618336519484816
531,1.2617680001774019
532,1.261702616758354
533,1.2616375000619287
534,1.2615726484718663
535,1.26150806038493
536,1.261443734210747
537,1.261379668371709
538,1.261315861302829
539,1.2612523114516172
540,1.2611890172779547
541,1.261125977253976
542,1.261063189863947
543,1.2610006536041405
544,1.2609383669827121
545,1.260876328519599
546,1.2608145367463943
547,1.2607529902062296
548,1.2606916874536631
549,1.2606306270545744
550,1.2605698075860508
551,1.2605092276362737
552,1.2604488858044058
553,1.2603887807005079
554,1.2603289109453977
555,1.2602692751705913
556,1.2602098720181476
557,1.2601507001406078
558,1.2600917582008782
559,1.2600330448721229
560,1.2599745588376883
561,1.2599162987909862
562,1.259858263435398
563,1.2598004514841932
564,1.2597428616604254
565,1.25968549269684
566,1.2596283433357858
567,1.2595714123291224
568,1.259514698438128
569,1.2594582004334136
570,1.2594019170948365
571,1.2593458472114063
572,1.2592899895812157
573,1.259234343011338
574,1.2591789063177428
575,1.2591236783252335
576,1.2590686578673413
577,1.259013843786258
578,1.2589592349327565
579,1.2589048301660999
580,1.2588506283539795
581,1.258796628372419
582,1.2587428291057137
583,1.258689229446349
584,1.2586358282949195
585,1.2585826245600604
586,1.2585296171583817
587,1.2584768050143769
588,1.2584241870603676
589,1.2583717622364294
590,1.2583195294903096
591,1.2582674877773767
592,1.2582156360605405
593,1.2581639733101808
594,1.2581124985040926
595,1.2580612106274018
596,1.2580101086725224
597,1.25795919163907
598,1.2579084585338134
599,1.2578579083705927
600,1.2578075401702806
601,1.257757352960696
602,1.2577073457765606
603,1.257657517659429
604,1.2576078676576237
605,1.2575583948261877
606,1.2575090982268238
607,1.2574599769278245
608,1.2574110300040091
609,1.2573622565367095
610,1.2573136556136542
611,1.2572652263289534
612,1.2572169677830292
613,1.2571688790825593
614,1.2571209593404302
615,1.2570732076756765
616,1.257025623213428
617,1.2569782050848621
618,1.2569309524271506
619,1.2568838643833975
620,1.256836940102604
621,1.2567901787396163
622,1.256743579455055
623,1.2566971414152897
624,1.2566508637923828
625,1.256604745764042
626,1.2565587865135512
627,1.2565129852297607
628,1.2564673411070182
629,1.2564218533451172
630,1.2563765211492632
631,1.2563313437300243
632,1.2562863203032886
633,1.2562414500901993
634,1.2561967323171563
635,1.2561521662157173
636,1.2561077510225975
637,1.2560634859795985
638,1.2560193703335905
639,1.2559754033364383
640,1.255931584244998
641,1.2558879123210516
642,1.2558443868312557
643,1.2558010070471397
644,1.255757772245025
645,1.2557146817060083
646,1.2556717347159152
647,1.25562893056527
648,1.2555862685492454
649,1.2555437479676241
650,1.2555013681247729
651,1.2554591283296075
652,1.2554170278955203
653,1.2553750661404
654,1.2553332423865442
655,1.2552915559606603
656,1.255250006193807
657,1.2552085924213656
658,1.2551673139830088
659,1.2551261702226686
660,1.2550851604884847
661,1.2550442841327965
662,1.2550035405120898
663,1.2549629289869673
664,1.254922448922129
665,1.2548820996863153
666,1.2548418806523007
667,1.2548017911968448
668,1.2547618307006605
669,1.254721998548396
670,1.2546822941285949
671,1.2546427168336585
672,1.2546032660598279
673,1.2545639412071492
674,1.2545247416794434
675,1.2544856668842757
676,1.2544467162329238
677,1.2544078891403543
678,1.2543691850252
679,1.2543306033097066
680,1.2542921434197332
681,1.2542538047847094
682,1.2542155868376061
683,1.2541774890149167
684,1.254139510756625
685,1.2541016515061787
686,1.2540639107104554
687,1.2540262878197548
688,1.253988782287752
689,1.2539513935714819
690,1.2539141211313152
691,1.2538769644309302
692,1.2538399229372859
693,1.2538029961205908
694,1.2537661834542944
695,1.253729484415055
696,1.2536928984827058
697,1.2536564251402438
698,1.2536200638738022
699,1.2535838141726194
700,1.2535476755290267
701,1.2535116474384194
702,1.2534757293992356
703,1.2534399209129259
704,1.2534042214839443
705,1.2533686306197154
706,1.25333314783061
707,1.2532977726299375
708,1.2532625045339085
709,1.2532273430616212
710,1.2531922877350354
711,1.2531573380789578
712,1.2531224936210186
713,1.253087753891639
714,1.2530531184240297
715,1.2530185867541583
716,1.2529841584207337
717,1.2529498329651805
718,1.2529156099316308
719,1.2528814888668802
720,1.2528474693203997
721,1.2528135508442975
722,1.2527797329932946
723,1.2527460153247205
724,1.2527123973984902
725,1.252678878777077
726,1.2526454590255054
727,1.2526121377113217
728,1.2525789144045854
729,1.252545788677841
730,1.2525127601061123
731,1.252479828266876
732,1.252446992740043
733,1.2524142531079452
734,1.252381608955324
735,1.2523490598692923
736,1.252316605439339
737,1.2522842452573077
738,1.2522519789173672
739,1.252219806016011
740,1.252187726152034
741,1.2521557389265077
742,1.2521238439427802
743,1.2520920408064475
744,1.2520603291253485
745,1.2520287085095352
746,1.2519971785712711
747,1.2519657389250036
748,1.251934389187352
749,1.2519031289771096
750,1.2518719579151998
751,1.2518408756246695
752,1.2518098817306995
753,1.2517789758605458
754,1.251748157643571
755,1.2517174267111904
756,1.2516867826968878
757,1.2516562252361714
758,1.2516257539665965
759,1.251595368527716
760,1.2515650685610906
761,1.2515348537102593
762,1.2515047236207386
763,1.2514746779399974
764,1.2514447163174505
765,1.2514148384044503
766,1.2513850438542586
767,1.251355332322045
768,1.2513257034648668
769,1.2512961569416685
770,1.2512666924132532
771,1.2512373095422795
772,1.2512080079932448
773,1.2511787874324767
774,1.2511496475281176
775,1.2511205879501104
776,1.2510916083701962
777,1.2510627084618902
778,1.251033887900465
779,1.2510051463629719
780,1.250976483528181
781,1.2509478990766094
782,1.250919392690481
783,1.2508909640537438
784,1.2508626128520317
785,1.2508343387726615
786,1.2508061415046365
787,1.2507780207386123
788,1.2507499761668988
789,1.250722007483452
790,1.250694114383849
791,1.2506662965652926
792,1.2506385537265934
793,1.250610885568161
794,1.2505832917919826
795,1.2505557721016374
796,1.2505283262022568
797,1.2505009538005423
798,1.250473654604726
799,1.250446428324592
800,1.2504192746714275
801,1.2503921933580615
802,1.2503651840988126
803,1.2503382466094963
804,1.2503113806074213
805,1.2502845858113643
806,1.2502578619415754
807,1.2502312087197587
808,1.2502046258690656
809,1.2501781131140843
810,1.250151670180843
811,1.2501252967967749
812,1.2500989926907338
813,1.2500727575929693
814,1.2500465912351288
815,1.250020493350237
816,1.2499944636726987
817,1.2499685019382885
818,1.2499426078841238
819,1.2499167812486822
820,1.2498910217717787
821,1.2498653291945598
822,1.2498397032594948
823,1.249814143710362
824,1.2497886502922542
825,1.2497632227515556
826,1.2497378608359448
827,1.2497125642943818
828,1.2496873328770874
829,1.2496621663355658
830,1.2496370644225678
831,1.2496120268920938
832,1.249587053499391
833,1.2495621440009308
834,1.249537298154421
835,1.2495125157187834
836,1.249487796454146
837,1.2494631401218446
838,1.249438546484413
839,1.249414015305559
840,1.2493895463501918
841,1.2493651393843768
842,1.2493407941753534
843,1.2493165104915225
844,1.2492922881024247
845,1.2492681267787555
846,1.24924402629234
847,1.2492199864161468
848,1.2491960069242467
849,1.249172087591849
850,1.2491482281952606
851,1.2491244285118888
852,1.2491006883202374
853,1.2490770073999158
854,1.2490533855315924
855,1.2490298224970253
856,1.249006318079039
857,1.2489828720615137
858,1.2489594842294032
859,1.248936154368689
860,1.2489128822664148
861,1.248889667710653
862,1.2488665104905021
863,1.2488434103961013
864,1.2488203672185867
865,1.2487973807501214
866,1.2487744507838758
867,1.2487515771140067
868,1.2487287595356786
869,1.2487059978450403
870,1.2486832918392154
871,1.248660641316316
872,1.2486380460754138
873,1.2486155059165516
874,1.248593020640726
875,1.2485705900498918
876,1.2485482139469495
877,1.2485258921357352
878,1.2485036244210335
879,1.2484814106085451
880,1.2484592505049095
881,1.2484371439176765
882,1.2484150906553124
883,1.2483930905271927
884,1.2483711433435938
885,1.2483492489156964
886,1.248327407055564
887,1.2483056175761615
888,1.2482838802913199
889,1.2482621950157575
890,1.2482405615650611
891,1.2482189797556864
892,1.2481974494049481
893,1.248175970331018
894,1.2481545423529252
895,1.2481331652905325
896,1.2481118389645582
897,1.248090563196552
898,1.2480693378088898
899,1.2480481626247861
900,1.248027037468266
901,1.2480059621641855
902,1.247984936538197
903,1.2479639604167756
904,1.2479430336271908
905,1.247922155997518
906,1.247901327356615
907,1.2478805475341461
908,1.2478598163605452
909,1.2478391336670398
910,1.2478184992856203
911,1.24779791304906
912,1.2477773747908938
913,1.2477568843454183
914,1.2477364415476937
915,1.2477160462335266
916,1.2476956982394904
917,1.2476753974028845
918,1.2476551435617553
919,1.2476349365548904
920,1.2476147762218095
921,1.2475946624027614
922,1.2475745949387163
923,1.2475545736713685
924,1.2475345984431268
925,1.2475146690971106
926,1.247494785477157
927,1.247474947427795
928,1.2474551547942652
929,1.247435407422493
930,1.2474157051591108
931,1.247396047851428
932,1.2473764353474457
933,1.2473568674958413
934,1.2473373441459752
935,1.2473178651478751
936,1.2472984303522427
937,1.2472790396104463
938,1.247259692774517
939,1.2472403896971402
940,1.2472211302316547
941,1.2472019142320612
942,1.2471827415530004
943,1.2471636120497622
944,1.2471445255782643
945,1.2471254819950817
946,1.2471064811574069
947,1.2470875229230671
948,1.2470686071505173
949,1.2470497336988415
950,1.2470309024277297
951,1.2470121131975052
952,1.246993365869089
953,1.2469746603040213
954,1.2469559963644417
955,1.2469373739131036
956,1.2469187928133478
957,1.2469002529291204
958,1.2468817541249575
959,1.2468632962659814
960,1.246844879217915
961,1.2468265028470455
962,1.2468081670202547
963,1.246789871604998
964,1.2467716164693026
965,1.2467534014817705
966,1.2467352265115672
967,1.246717091428431
968,1.246698996102652
969,1.2466809404050891
970,1.2466629242071474
971,1.2466449473807968
972,1.2466270097985441
973,1.246609111333455
974,1.2465912518591304
975,1.2465734312497194
976,1.246555649379903
977,1.2465379061249016
978,1.2465202013604688
979,1.246502534962886
980,1.2464849068089607
981,1.246467316776029
982,1.2464497647419435
983,1.2464322505850813
984,1.2464147741843237
985,1.2463973354190838
986,1.2463799341692634
987,1.24636257031529
988,1.2463452437380893
989,1.246327954319085
990,1.246310701940213
991,1.246293486483893
992,1.2462763078330472
993,1.2462591658710833
994,1.2462420604819087
995,1.246224991549908
996,1.2462079589599533
997,1.2461909625974021
998,1.2461740023480816
999,1.246157078098308
